Position,Account Manager 07/25,Account Manager 08/25,Account Manager 09/25,Account Manager 10/25,Account Manager 11/25,Account Manager 12/25,Bookmaker 01/26,Bookmaker 02/26,Bookmaker 03/26,Bookmaker 04/25,Bookmaker 05/25,Bookmaker 06/25,Bookmaker 07/25,Bookmaker 08/25,Bookmaker 09/25,Bookmaker 10/25,Bookmaker 11/25,Bookmaker 12/25,Bookmakers 04/26,Bookmarker 05/26,Bookmarker 06/26,Bookmarker 07/26,Bookmarker 08/26,Bookmarker 09/26,Bookmarker 10/26,Bookmarker 11/26,Bookmarker 12/26,Formula Market,Formula site,Market,Page,Price 01/25,"Price 01/26 ",Price 02/25,"Price 02/26 ",Price 03/25,"Price 03/26 ",Price 04/25,"Price 04/26 ",Price 05/25,"Price 05/26 ",Price 06/25,Price 06/26,Price 07/25,"Price 07/26 ",Price 08/25,"Price 08/26 ",Price 09/25,Price 09/26,Price 10/25,Price 10/26,Price 11/25,"Price 11/26 ",Price 12/25,Price 12/26,Site,Status 01/25,"Status 01/26 ","Status 02/26 ",Status 03/25,"Status 03/26 ",Status 04/26,"Status 05/26 ",Status 06/25,"Status 06/26 ",Status 07/25,Status 07/26,Status 08/25,"Status 08/26 ",Status 09/25,"Status 09/26 ",Status 10/25,"Status 10/26 ",Status 11/25,"Status 11/26 ",Status 12/25,Status 12/26,Topic,Traffic,Traffic 30 days (18/09),URL,Url
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,Super Bowl betting promos (https://www.notion.so/Super-Bowl-betting-promos-23f258225041805c8a1fe9633f3cadcb?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/super-bowl-betting-promos/
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,Super Bowl betting promos (https://www.notion.so/Super-Bowl-betting-promos-23f258225041805c8a1fe9633f3cadcb?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/super-bowl-betting-promos/
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,Super Bowl betting promos (https://www.notion.so/Super-Bowl-betting-promos-23f258225041805c8a1fe9633f3cadcb?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/super-bowl-betting-promos/
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,Super Bowl betting promos (https://www.notion.so/Super-Bowl-betting-promos-23f258225041805c8a1fe9633f3cadcb?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/super-bowl-betting-promos/
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,Super Bowl betting promos (https://www.notion.so/Super-Bowl-betting-promos-23f258225041805c8a1fe9633f3cadcb?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/super-bowl-betting-promos/
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,Super Bowl betting promos (https://www.notion.so/Super-Bowl-betting-promos-23f258225041805c8a1fe9633f3cadcb?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/super-bowl-betting-promos/
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,Super Bowl betting promos (https://www.notion.so/Super-Bowl-betting-promos-23f258225041805c8a1fe9633f3cadcb?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/super-bowl-betting-promos/
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,Super Bowl betting promos (https://www.notion.so/Super-Bowl-betting-promos-23f258225041805c8a1fe9633f3cadcb?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/super-bowl-betting-promos/
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,Super Bowl betting promos (https://www.notion.so/Super-Bowl-betting-promos-23f258225041805c8a1fe9633f3cadcb?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/super-bowl-betting-promos/
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,Super Bowl betting promos (https://www.notion.so/Super-Bowl-betting-promos-23f258225041805c8a1fe9633f3cadcb?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/super-bowl-betting-promos/
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,PA online casinos (https://www.notion.so/PA-online-casinos-23f2582250418073b33bdaac061f7864?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/casinos/pennsylvania-online-casinos/
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,PA online casinos (https://www.notion.so/PA-online-casinos-23f2582250418073b33bdaac061f7864?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/casinos/pennsylvania-online-casinos/
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,PA online casinos (https://www.notion.so/PA-online-casinos-23f2582250418073b33bdaac061f7864?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/casinos/pennsylvania-online-casinos/
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,PA online casinos (https://www.notion.so/PA-online-casinos-23f2582250418073b33bdaac061f7864?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/casinos/pennsylvania-online-casinos/
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,PA online casinos (https://www.notion.so/PA-online-casinos-23f2582250418073b33bdaac061f7864?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/casinos/pennsylvania-online-casinos/
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,PA online casinos (https://www.notion.so/PA-online-casinos-23f2582250418073b33bdaac061f7864?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/casinos/pennsylvania-online-casinos/
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,PA online casinos (https://www.notion.so/PA-online-casinos-23f2582250418073b33bdaac061f7864?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/casinos/pennsylvania-online-casinos/
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,PA online casinos (https://www.notion.so/PA-online-casinos-23f2582250418073b33bdaac061f7864?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/casinos/pennsylvania-online-casinos/
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,PA online casinos (https://www.notion.so/PA-online-casinos-23f2582250418073b33bdaac061f7864?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/casinos/pennsylvania-online-casinos/
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,@USA,Sharp Football Analysis,https://www.notion.so/209258225041805aa464c311bded8249,PA online casinos (https://www.notion.so/PA-online-casinos-23f2582250418073b33bdaac061f7864?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809cb98fc6bd1de012e2,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sharpfootballanalysis.com/sportsbook/casinos/pennsylvania-online-casinos/
1,,,,,,,,,,,,,,,,bet365 (https://www.notion.so/bet365-27a25822504180d8bffad08afa6f0ade?pvs=21),bet365 (https://www.notion.so/bet365-27a25822504180d8bffad08afa6f0ade?pvs=21),bet365 (https://www.notion.so/bet365-27a25822504180d8bffad08afa6f0ade?pvs=21),,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,,,€0.00,,€0.00,,€0.00,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,Perfomance,,Perfomance,,Perfomance,,,,,,https://www.sportsmole.co.uk/online/
2,,,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,,,,,,,,,,,Betfred UK (https://www.notion.so/Betfred-UK-23f25822504180c2ace3cfd191d95c8e?pvs=21),Betfred UK (https://www.notion.so/Betfred-UK-23f25822504180c2ace3cfd191d95c8e?pvs=21),,,,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,€0.00,,€0.00,,,,,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,deal guarantee,,Perfomance,,,,,,,,,,https://www.sportsmole.co.uk/online/
3,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,,,,,,,,,,Grosvenor Casinos (https://www.notion.so/Grosvenor-Casinos-23f2582250418073a388ef6ae6b4b6e9?pvs=21),Grosvenor Casinos (https://www.notion.so/Grosvenor-Casinos-23f2582250418073a388ef6ae6b4b6e9?pvs=21),Grosvenor Casinos (https://www.notion.so/Grosvenor-Casinos-23f2582250418073a388ef6ae6b4b6e9?pvs=21),,,,,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,€300.00,,€300.00,,,,,,,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,Sold,,Sold,,Sold,,Perfomance,,,,,,,,,,https://www.sportsmole.co.uk/online/
4,,,,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,Swifty Sports (https://www.notion.so/Swifty-Sports-2ca2582250418090bd77c7bdf8d1f695?pvs=21),,,,,,,,,Tote (https://www.notion.so/Tote-23f258225041800bb45debacffcb64c9?pvs=21),Tote (https://www.notion.so/Tote-23f258225041800bb45debacffcb64c9?pvs=21),Tote (https://www.notion.so/Tote-23f258225041800bb45debacffcb64c9?pvs=21),,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,,,€800.00,,€800.00,,€800.00,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,Perfomance,,,,,,,,,,,,,,Sold,,Sold,,Sold,,,,,,https://www.sportsmole.co.uk/online/
5,,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,,,BetVickers (https://www.notion.so/BetVickers-2cd25822504180dba102eb449e0183c3?pvs=21),,,,,,,Unibet UK (https://www.notion.so/Unibet-UK-23f2582250418099a777c7020a07cdf0?pvs=21),Unibet UK (https://www.notion.so/Unibet-UK-23f2582250418099a777c7020a07cdf0?pvs=21),Unibet UK (https://www.notion.so/Unibet-UK-23f2582250418099a777c7020a07cdf0?pvs=21),,,,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,€750.00,,€750.00,,€750.00,,,,,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,Perfomance,,,,,,,,,,Sold,,Sold,,Sold,,,,,,,,,,https://www.sportsmole.co.uk/online/
6,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,,,,,,,Betzone (https://www.notion.so/Betzone-23f25822504180f29daec27533ad3d25?pvs=21),Betzone (https://www.notion.so/Betzone-23f25822504180f29daec27533ad3d25?pvs=21),Betzone (https://www.notion.so/Betzone-23f25822504180f29daec27533ad3d25?pvs=21),BoyleSports (https://www.notion.so/BoyleSports-23f258225041809a8160d97c70fc3d1f?pvs=21),BoyleSports (https://www.notion.so/BoyleSports-23f258225041809a8160d97c70fc3d1f?pvs=21),BoyleSports (https://www.notion.so/BoyleSports-23f258225041809a8160d97c70fc3d1f?pvs=21),,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,"€1,000.00",,"€3,000.00",,€0.00,,€500.00,,€500.00,,€500.00,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,Sold,,Sold,,Sold,,Sold,,Sold,,Sold,,,,,,https://www.sportsmole.co.uk/online/
7,,,,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,,,,,,,,,,William Hill UK (https://www.notion.so/William-Hill-UK-21c25822504180cb878de1d44bc96c6e?pvs=21),William Hill UK (https://www.notion.so/William-Hill-UK-21c25822504180cb878de1d44bc96c6e?pvs=21),William Hill UK (https://www.notion.so/William-Hill-UK-21c25822504180cb878de1d44bc96c6e?pvs=21),,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,,,€0.00,,€0.00,,€0.00,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,Perfomance,,Perfomance,,Perfomance,,,,,,https://www.sportsmole.co.uk/online/
8,,,,,,,,,,,,,,,,skybet (https://www.notion.so/skybet-27f2582250418041a061d38b3300d830?pvs=21),skybet (https://www.notion.so/skybet-27f2582250418041a061d38b3300d830?pvs=21),skybet (https://www.notion.so/skybet-27f2582250418041a061d38b3300d830?pvs=21),,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,,,€0.00,,€0.00,,€0.00,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,Perfomance,,Perfomance,,Perfomance,,,,,,https://www.sportsmole.co.uk/online/
9,,,,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,,,,,,,,,,Betfair UK (https://www.notion.so/Betfair-UK-23f258225041804fab25f3f925842082?pvs=21),Betfair UK (https://www.notion.so/Betfair-UK-23f258225041804fab25f3f925842082?pvs=21),Betfair UK (https://www.notion.so/Betfair-UK-23f258225041804fab25f3f925842082?pvs=21),,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,,,€0.00,,€0.00,,€0.00,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,Perfomance,,Perfomance,,Perfomance,,,,,,https://www.sportsmole.co.uk/online/
10,,,,,,,,,,,,,,,,paddypower (https://www.notion.so/paddypower-27f258225041808a97ecd7bfe0eb58b5?pvs=21),paddypower (https://www.notion.so/paddypower-27f258225041808a97ecd7bfe0eb58b5?pvs=21),paddypower (https://www.notion.so/paddypower-27f258225041808a97ecd7bfe0eb58b5?pvs=21),,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,,,€0.00,,€0.00,,€0.00,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,Perfomance,,Perfomance,,Perfomance,,,,,,https://www.sportsmole.co.uk/online/
11,,,,,,https://www.notion.so/22a25822504180afa9dbc019a61189a4,,,,,,,,,,,,QuickBet (https://www.notion.so/QuickBet-2b02582250418003aa3ed698bad75ec2?pvs=21),,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,,,,,,,€416.00,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,,,,,Sold,,,,,,https://www.sportsmole.co.uk/online/
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sportsmole.co.uk/online/
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sportsmole.co.uk/online/
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sportsmole.co.uk/online/
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sportsmole.co.uk/online/
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sportsmole.co.uk/online/
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sportsmole.co.uk/online/
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sportsmole.co.uk/online/
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sportsmole.co.uk/online/
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting sites (https://www.notion.so/Betting-sites-23f258225041801dbf65fab947355755?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sportsmole.co.uk/online/
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting apps (https://www.notion.so/Betting-apps-23f2582250418098b3befe62d857f5f0?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sportsmole.co.uk/online/betting-apps-uk/
2,,,,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,,,,,,,,,,BoyleSports (https://www.notion.so/BoyleSports-23f258225041809a8160d97c70fc3d1f?pvs=21),BoyleSports (https://www.notion.so/BoyleSports-23f258225041809a8160d97c70fc3d1f?pvs=21),BoyleSports (https://www.notion.so/BoyleSports-23f258225041809a8160d97c70fc3d1f?pvs=21),,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting apps (https://www.notion.so/Betting-apps-23f2582250418098b3befe62d857f5f0?pvs=21),,,,,,,,,,,,,,,,,,,€500.00,,€500.00,,€500.00,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,Sold,,Sold,,Sold,,,,,,https://www.sportsmole.co.uk/online/betting-apps-uk/
3,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,,,,,,,,,,Grosvenor Casinos (https://www.notion.so/Grosvenor-Casinos-23f2582250418073a388ef6ae6b4b6e9?pvs=21),Grosvenor Casinos (https://www.notion.so/Grosvenor-Casinos-23f2582250418073a388ef6ae6b4b6e9?pvs=21),Grosvenor Casinos (https://www.notion.so/Grosvenor-Casinos-23f2582250418073a388ef6ae6b4b6e9?pvs=21),,,,,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting apps (https://www.notion.so/Betting-apps-23f2582250418098b3befe62d857f5f0?pvs=21),,,,,,,,,,,,,€460.00,,€300.00,,€300.00,,,,€300.00,,€300.00,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,Sold,,Sold,,Sold,,,,,,Sold,,,,,,https://www.sportsmole.co.uk/online/betting-apps-uk/
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting apps (https://www.notion.so/Betting-apps-23f2582250418098b3befe62d857f5f0?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sportsmole.co.uk/online/betting-apps-uk/
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Sportsmole,https://www.notion.so/20925822504180e5985dfae1db5eed57,Betting apps (https://www.notion.so/Betting-apps-23f2582250418098b3befe62d857f5f0?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/209258225041809aa410fc0d0f37d769,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sportsmole.co.uk/online/betting-apps-uk/
